,name,Unmodified,Unmodified+Adenine,Modified (Primitive purine biosynthesis)
C19756,Presilphiperfolan-8beta-ol,,46,58
C20480,"Valerena-4,7(11)-diene",,46,58
C06020,Methyl-Co(III) corrinoid protein,,46,58
C21660,(+)-Isoafricanol,,46,58
C09672,Germacrene B,,46,58
C21705,"Guaia-4,6-diene",,46,58
C09847,cis-Citral,,46,58
C09750,Zingiberene,,46,58
C16814,gamma-Bisabolene,,46,58
C16775,(S)-beta-Bisabolene,,46,58
C20794,n-7 Unsaturated acyl-[acyl-carrier protein],,46,58
C20174,delta-Guaiene,,46,58
C19893,10-epi-gamma-Eudesmol,,46,58
C09723,beta-Selinene,,46,58
C15672,Heme O,,46,58
C01230,all-trans-Hexaprenyl diphosphate,,46,58
C06394,delta-Cadinene,,46,58
C20175,Bicyclogermacrene,,46,58
C21485,Cytidylyl molybdenum cofactor,,46,58
C02452,(-)-Perillyl alcohol,,46,58
C09665,alpha-Farnesene,,46,58
C20181,Avermitilol,,46,58
C19734,(-)-alpha-Gurjunene,,46,58
C22174,Valerianol,,46,58
C21708,"(+)-(2S,3R,9R)-Pristinol",,46,58
C22209,Pre-sodorifen diphosphate,,46,58
C03885,3-Nonaprenyl-4-hydroxybenzoate,,46,58
C21676,"(2S,3R,6S,9S)-(-)-Protoillud-7-ene",,46,58
C20377,3-Hydroxypimeloyl-[acp] methyl ester,,46,58
C21715,"(2Z,6E)-Hedycaryol",,46,58
C05819,Menaquinol,,46,58
C22045,(-)-5-Epieremophilene,,46,58
C20724,(+)-Thujopsene,,46,58
C20179,gamma-Curcumene,,46,58
C20274,beta-Copaene,,46,58
C09664,beta-Eudesmol,,46,58
C20273,gamma-Muurolene,,46,58
C00366,Urate,,46,58
C21690,4-epi-Cubebol,,46,58
C21681,(+)-Corvol ether B,,46,58
C20373,3-Hydroxyglutaryl-[acp] methyl ester,,46,58
C16242,Cobalt-precorrin 5A,,46,58
C01093,"Cellobiono-1,5-lactone",,46,58
C16028,"Amorpha-4,11-diene",,46,58
C01548,Acetylene,,46,58
C21486,Thio-molybdenum cofactor,,46,58
C19755,Patchoulol,,46,58
C20272,alpha-Muurolene,,46,58
C01499,Geranial,,46,58
C01104,Trimethylamine N-oxide,,46,58
C09704,Nerolidol,,46,58
C04083,N6-(Delta2-Isopentenyl)-adenine,,46,58
C20476,Delta6-Protoilludene,,46,58
C20275,(+)-Sativene,,46,58
C16466,7-Methyl-3-oxo-6-octenoyl-CoA,,46,58
C20712,(S)-Laudanine,,46,58
C20161,alpha-Guaiene,,46,58
C05777,Coenzyme F430,,46,58
C11387,"(1S,4R)-(+)-Fenchone",,46,58
C20478,(E)-2-epi-beta-Caryophyllene,,46,58
C20811,(-)-exo-alpha-Bergamotene,,46,58
C19749,(E)-alpha-Bisabolene,,46,58
C19741,(+)-Cubenene,,46,58
C20804,alpha-Longipinene,,46,58
C21629,Formylmethanofuran,,46,58
C19619,(+)-Germacrene D,,46,58
C19746,"(3R,6E)-Nerolidol",,46,58
C16141,(+)-Germacrene A,,46,58
C01126,"(2E,6E)-Farnesol",,46,58
C04216,all-trans-Heptaprenyl diphosphate,,46,58
C06250,Holo-[carboxylase],,46,58
C20159,7-epi-alpha-Selinene,,46,58
C21695,tau-Cadinol,,46,58
C10641,Aurachin D,,46,58
C03985,Linalool,,46,58
C21313,"3,6-Dimethylsalicylyl-CoA",,46,58
C16142,(-)-Germacrene D,,46,58
C21707,"Selina-4(15),7(11)-diene",,46,58
C20163,5-epi-alpha-Selinene,,46,58
C19861,3-Hydroxy fatty acid,,46,58
C20184,(+)-T-Muurolol,,46,58
C01001,Formylmethanofuran,,46,58
C03428,Presqualene diphosphate,,46,58
C19744,(+)-Epicubenol,,46,58
C21694,10-epi-Juneol,,46,58
C19973,(+)-beta-Caryophyllene,,46,58
C01944,Octanoyl-CoA,,46,58
C21685,"(1R,4R,5S)-(-)-Guaia-6,10(14)-diene",,46,58
C05807,2-Polyprenylphenol,,46,58
C21693,(+)-Corvol ether A,,46,58
C17592,Laudanine,,46,58
C01765,(+)-Borneol,,46,58
C09541,(S)-Isoboldine,,46,58
C01161,"3,4-Dihydroxyphenylacetate",,46,58
C09648,beta-Cubebene,,46,58
C20477,(-)-alpha-Isocomene,,46,58
C11356,"trans,trans,cis-Geranylgeranyl diphosphate",,46,58
C20243,2-Methylisoborneol,,46,58
C19742,(+)-delta-Selinene,,46,58
C01841,Pentalenene,,46,58
C05158,trans-beta-D-Glucosyl-2-hydroxycinnamate,,46,58
C22272,(+)-Perillyl alcohol,,46,58
C19743,(-)-Drimenol,,46,58
C21684,(+)-Eremophilene,,46,58
C16776,beta-Sesquiphellandrene,,46,58
C17432,all-trans-Decaprenyl diphosphate,,46,58
C21710,5-Hydroxy-alpha-gurjunene,,46,58
C11539,Cobalt-precorrin 3,,46,58
C04574,"di-trans,poly-cis-Undecaprenyl diphosphate",,46,58
C09666,beta-Farnesene,,46,58
C05986,2-Propyn-1-ol,,46,58
C20479,(+)-epi-alpha-Bisabolol,,46,58
C09718,beta-Santalene,,46,58
C20233,17-Hydroxylupanine,,46,58
C21700,10-epi-Cubebol,,46,58
C16390,(S)-2-(Hydroxymethyl)glutarate,,46,58
C21677,"(3S)-(+)-Asterisca-2(9),6-diene",,46,58
C19738,(-)-gamma-Cadinene,,46,58
C12142,Vetispiradiene,,46,58
C20576,Kunzeaol,,46,58
C04146,all-trans-Octaprenyl diphosphate,,46,58
C02004,Aristolochene,,46,58
C17277,(+)-Valencene,,46,58
C04246,But-2-enoyl-[acyl-carrier protein],,46,58
C22339,Heme d1,,46,58
C22085,"Urea-1,3-dicarboxylate",,46,58
C21689,7-epi-alpha-Eudesmol,,46,58
C20177,7-epi-Sesquithujene,,46,58
C19747,Germacrene C,,46,58
C00923,Ferricytochrome,,46,58
C19753,"cis-Muurola-3,5-diene",,46,58
C19740,(+)-alpha-Barbatene,,46,58
C01860,Trichodiene,,46,58
C00533,Nitric oxide,,46,58
C09663,alpha-Eudesmol,,46,58
C00887,Nitrous oxide,,46,58
C20173,(+)-gamma-Cadinene,,46,58
C17222,2-(5'-Methylthio)pentylmalic acid,,46,58
C16286,Geosmin,,46,58
C01371,Alkane,,46,58
C00353,Geranylgeranyl diphosphate,,46,58
C05102,alpha-Hydroxy fatty acid,,46,58
C06111,Nerolidyl diphosphate,,46,58
C09699,Longifolene,,46,58
C22048,4-O-Methylxanthohumol,,46,58
Z00012,F430,,46,58
C20178,Sesquithujene,,46,58
C21680,Lyso-ornithine lipid,,46,58
C16829,gamma-Humulene,,46,58
C16143,"(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol",,46,58
MeCobamineCofactor,,,46,58
C20172,Cubebol,,46,58
C09684,Humulene,,46,58
C20801,3-Hydroxy-5-methyl-L-tyrosine,,46,58
C21491,(S)-Tembetarine,,46,58
C20182,(-)-delta-Cadinene,,46,58
C22043,"7-epi-ent-Eudesmane-5,11-diol",,46,58
C19871,Guanylyl molybdenum cofactor,,46,58
C07111,Ethylbenzene,,46,58
C21698,"(2E,6E)-Hedycaryol",,46,58
C16144,"4,4'-Diapophytoene",,46,58
C17467,p-Hydroxybenzyl alcohol,,46,58
C03115,Farnesyl triphosphate,,46,58
C20162,Viridiflorene,,46,58
C19708,5-Epiaristolochene,,46,58
C22203,Isophthalate,,46,58
C19908,(+)-beta-Chamigrene,,46,58
C20180,(-)-alpha-Cuprenene,,46,58
C16269,(+)-epi-Isozizaene,,46,58
C22044,alpha-Selinene,,46,58
C05809,3-Octaprenyl-4-hydroxybenzoate,,47,59
C04419,Carboxybiotin-carboxyl-carrier protein,,47,59
C21726,Cycloaraneosene,,47,59
C16243,Cobalt-precorrin 5B,,47,59
C05421,15-cis-Phytoene,,47,59
C22052,beta-Pinacene,,47,59
C11901,Copalyl diphosphate,,47,59
C06309,Diplopterol,,47,59
C01274,"5-Formyl-5,6,7,8-tetrahydromethanopterin",,47,59
C20525,3-Geranylgeranylindole,,47,59
C13425,3-Hexaprenyl-4-hydroxybenzoate,,47,59
C22055,Lycopaoctaene,,47,59
C19834,"Dammara-20,24-diene",,47,59
C20276,Tetraprenyl-beta-curcumene,,47,59
C20158,"(13E)-Labda-7,13-dien-15-ol",,47,59
C15670,Heme A,,47,59
C21717,beta-Hexaprene,,47,59
C20432,C30 Botryococcene,,47,59
C21654,(+)-Kolavenyl diphosphate,,47,59
C19836,"Halima-5(6),13-dien-15-yl diphosphate",,47,59
C21672,Ornithine lipid,,47,59
C06547,Ethylene,,47,59
C05582,Homovanillate,,47,59
C20834,Cyclooctat-9-en-7-ol,,47,59
C00244,Nitrate,,47,59
C19752,(S)-beta-Macrocarpene,,47,59
C22340,Heptaprenylglyceryl phosphate,,47,59
C00828,Menaquinone,,47,59
C20155,8-Oxoguanine,,47,59
C17439,Dihydrogeranylgeranyl diphosphate,,47,59
C19816,Elisabethatriene,,47,59
C20270,Copal-8-ol diphosphate,,47,59
C01414,Casbene,,47,59
Z00050,Vitamin K,,47,59
C07330,3-Methyl-2-butenal,,47,59
C20411,"3-Methyl-1,2-didehydro-2,3-dihydrosqualene",,47,59
C06089,ent-Copalyl diphosphate,,47,59
C19974,(+)-Caryolan-1-ol,,47,59
C11894,"Taxa-4(5),11(12)-diene",,47,59
C04832,Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide,,47,59
C21656,ent-8alpha-Hydroxylabd-13-en-15-yl diphosphate,,47,59
C19797,"4,4'-Diapolycopene",,47,59
C22109,Hydropyrenol,,47,59
C07112,1-Phenylethanol,,47,59
C17435,"di-trans,poly-cis-Pentaprenyl diphosphate",,47,59
C21718,beta-Heptaprene,,47,59
C05178,(R)-Reticuline,,47,59
C17556,"di-trans,poly-cis-Undecaprenyl phosphate",,47,59
C11481,HSO3-,,47,59
C02930,2-Methyleneglutarate,,47,59
C21727,"(13E)-Labda-7,13-dien-15-yl diphosphate",,47,59
C22160,[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine,,47,59
C06083,Tetrahymanol,,47,59
C04590,3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate,,47,59
C09094,Geranylgeraniol,,47,59
C19852,"tritrans,heptacis-Undecaprenyl diphosphate",,47,59
C18229,"Fusicocca-2,10(14)-diene",,47,59
C00609,Long-chain aldehyde,,47,59
C21765,Rhizathalene A,,47,59
C01804,Discadenine,,47,59
C21688,"(3E,7E)-Dolathalia-3,7,11-triene",,47,59
C16145,"4,4'-Diaponeurosporene",,47,59
C05413,all-trans-Phytoene,,47,59
C17223,3-(5'-Methylthio)pentylmalic acid,,47,59
C05839,cis-beta-D-Glucosyl-2-hydroxycinnamate,,47,59
C22208,Sodorifen,,47,59
C19840,"4,4'-Diapophytofluene",,47,59
C22084,1-Carboxybiuret,,47,59
C22110,Isoelisabethatriene,,47,59
C21735,(-)-Kolavenyl diphosphate,,47,59
C19935,Azide,,47,59
C05752,Octanoyl-[acp],,47,59
C03427,Prephytoene diphosphate,,47,59
C21116,Hydroxysqualene,,47,59
C04675,3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA,,47,59
C05745,Butyryl-[acp],,47,59
C05513,Urate-3-ribonucleoside,,47,59
C03461,"2-trans,6-trans-Farnesal",,47,59
C11338,Bornyl acetate,,47,59
C20412,"3,22-Dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene",,47,59
C09140,Neocembrene,,47,59
C03220,"(2Z,6E)-Farnesol",,47,59
C20923,(R)-Nephthenol,,47,59
C21661,(-)-Spiroviolene,,47,59
C19714,(E)-Phenylacetaldoxime,,47,59
C20922,Cembrene C,,47,59
C05265,3-Oxodecanoyl-CoA,,47,59
C16461,Geranic acid,,47,59
C00808,(+)-Camphor,,47,59
C21670,Tsukubadiene,,47,59
C06310,Diploptene,,47,59
C20924,"(1S,4E,8E,12E)-2,2,5,9,13-Pentamethylcyclopentadeca-4,8,12-trien-1-ol",,47,59
C21658,Peregrinol diphosphate,,47,59
C11902,9alpha-Copalyl diphosphate,,47,59
C06084,Hopanoid,,47,59
Z00007,CoB,,47,59
C09183,Sclareol,,47,59
C22108,Hydropyrene,,47,59
C20681,"(E,E)-Geranyllinalool",,47,59
C02576,Perillyl aldehyde,,47,59
C01438,Methane,,47,59
C21687,"(3E,7E)-Dolabella-3,7-dien-18-ol",,47,59
C19815,Terpentedienyl diphosphate,,47,59
C21706,Pseudolaratriene,,47,59
C04217,all-trans-Pentaprenyl diphosphate,,47,59
C05427,Phytyl diphosphate,,47,59
C20376,3-Ketopimeloyl-[acp] methyl ester,,47,59
C20423,alpha-D-Ribose 1-methylphosphonate 5-phosphate,,48,60
C18225,"9beta-Pimara-7,15-diene",,48,60
C05431,all-trans-Neurosporene,,48,60
C19841,"4,4'-Diapo-zeta-carotene",,48,60
C16465,trans-Geranyl-CoA,,48,60
C05810,2-Octaprenylphenol,,48,60
C18228,"ent-Pimara-8(14),15-diene",,48,60
C22319,1-Tuberculosinyladenosine,,48,60
C11890,Aphidicolan-16beta-ol,,48,60
C15857,"9,9'-dicis-zeta-Carotene",,48,60
C19772,"alpha-D-Glucopyranosyl-diphospho-ditrans,octacis-undecaprenol",,48,60
C20375,Glutaryl-[acp] methyl ester,,48,60
C22341,Heptaprenylglycerol,,48,60
C20185,"(12E)-9alpha-Labda-8(17),12,14-triene",,48,60
C05414,all-trans-Phytofluene,,48,60
C20620,"N-Acetyl-alpha-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol",,48,60
C20475,Sporulenol,,48,60
C05430,all-trans-zeta-Carotene,,48,60
C15973,Enzyme N6-(dihydrolipoyl)lysine,,48,60
C20145,ent-Isokaurene,,48,60
C19810,"ent-Pimara-9(11),15-diene",,48,60
C20434,"20-Methyl-21,22-didehydro-20,21-dihydrobotryococcene",,48,60
C06090,ent-Kaurene,,48,60
C09555,(-)-Laudanidine,,48,60
C11879,Levopimaradiene,,48,60
C11542,Cobalt-precorrin 6,,48,60
C04638,"2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate",,48,60
C20711,Miltiradiene,,48,60
C05581,3-Methoxy-4-hydroxyphenylacetaldehyde,,48,60
C05838,cis-2-Hydroxycinnamate,,48,60
C06516,(R)-Norreticuline,,48,60
C17434,"di-trans,poly-cis-Hexaprenyl diphosphate",,48,60
C21709,Nezukol,,48,60
C21711,ent-Atiserene,,48,60
C17224,2-Oxo-8-methylthiooctanoic acid,,48,60
C22027,8-Methylmenaquinone,,48,60
C21673,N-Methylornithine lipid,,48,60
C20435,"3,20-Dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene",,48,60
C04851,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol,,48,60
C06086,Pimaradiene,,48,60
C15867,"3,4-Dehydrolycopene",,48,60
C21728,"Labda-7,13(16),14-triene",,48,60
C21729,"(12E)-Labda-8(17),12,14-triene",,48,60
C11878,(-)-Abietadiene,,48,60
C20481,cis-Abienol,,48,60
C06676,4-Sulfolactone,,48,60
C16502,Farnesoic acid,,48,60
C05897,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,48,60
C11880,Neoabietadiene,,48,60
C06554,Cyanuric acid,,48,60
C05746,3-Oxohexanoyl-[acp],,48,60
C19814,Terpentetriene,,48,60
C01291,3-(4-Methylpent-3-en-1-yl)pent-2-enedioyl-CoA,,48,60
C21703,"Stellata-2,6,19-triene",,48,60
C13309,"2-Phytyl-1,4-naphthoquinone",,48,60
C05751,trans-Oct-2-enoyl-[acp],,48,60
C21117,Adenosylhopane,,48,60
C18211,"Isopimara-7,15-diene",,48,60
C11881,Palustradiene,,48,60
C20683,Long-chain acyl-[acyl-carrier protein],,48,60
C21675,"N,N,N-Trimethylornithine lipid",,48,60
C21701,Sesterfisherol,,48,60
C22159,[Glycine cleavage system H]-N6-octanoyl-L-lysine,,48,60
C00347,Long-chain carboxylate,,48,60
C06555,Biuret,,48,60
C21714,ent-13-epi-Manoyl oxide,,48,60
C17558,"di-trans,poly-cis-Undecaprenol",,48,60
C22008,Dolabradiene,,48,60
C21720,"(13R)-9,13-Epoxylabd-14-ene",,48,60
C18223,Stemar-13-ene,,48,60
C18224,Stemod-13(17)-ene,,48,60
C22329,Hydroxyheme I,,48,60
C05264,(S)-Hydroxydecanoyl-CoA,,48,60
C21725,Manoyl oxide,,48,60
C18226,"ent-Cassa-12,15-diene",,48,60
C20433,"3-Methyl-1,2-didehydro-2,3-dihydrobotryococcene",,48,60
C19817,Phyllocladan-16alpha-ol,,48,60
C21653,(+)-Kolavelool,,48,60
C01289,N-Acetyl-D-glucosaminyldiphosphoundecaprenol,,48,60
C04507,alpha-D-Galactosyl-diphosphoundecaprenol,,48,60
C05432,Lycopene,,48,60
C17440,Tetrahydrogeranylgeranyl diphosphate,,48,60
C16818,Ophiobolin F,,48,60
C06423,Octanoic acid,,48,60
C11924,Perillic acid,,48,60
C11877,(+)-Sandaracopimaradiene,,48,60
C21716,beta-Geranylfarnesene,,48,60
C21674,"N,N-Dimethylornithine lipid",,49,61
C20617,"beta-D-Gal-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",,49,61
C11541,Cobalt-precorrin 5,,49,61
C02972,Dihydrolipoylprotein,,49,61
C20621,"alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",,49,61
C21118,Ribosylhopane,,49,61
C17959,alpha-L-Rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol,,49,61
C22056,Nonaflavuxanthin,,49,61
C17226,2-(6'-Methylthio)hexylmalic acid,,49,61
C04305,N-Long-chain-fatty-acyl-L-glutamate,,49,61
C04620,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein],,49,61
C16254,[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,,49,61
C19764,"9,15,9'-tricis-zeta-Carotene",,49,61
C15858,"7,9,7',9'-tetracis-Lycopene",,49,61
C06088,Aphidicolin,,49,61
C04830,"beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol",,49,61
C22342,Diacetylheptaprenylglycerol,,49,61
C22058,Dihydroisopentenyldehydrorhodopin,,49,61
C15977,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine,,49,61
C08734,Ammelide,,49,61
C16503,Methyl farnesoate,,49,61
C20518,"2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate",,49,61
C21800,(+)-O-Methylkolavelool,,49,61
C04881,"N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol",,49,61
C22328,Heme I,,49,61
C20619,"beta-D-Glc-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",,49,61
C21084,Demethylphylloquinol,,49,61
C18059,"CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol",,49,61
C08586,delta-Carotene,,49,61
C15892,Chloroxanthin,,49,61
C20618,"beta-D-Gal-(1->4)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",,49,61
C20497,"N-Acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol",,49,61
C05747,(R)-3-Hydroxyhexanoyl-[acp],,49,61
C21493,"alpha-D-Gal-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",,49,61
C00339,Long-chain alcohol,,49,61
C19795,"1-Hydroxy-1,2-dihydrolycopene",,49,61
C04080,N-(Long-chain-acyl)ethanolamine,,49,61
C05898,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,49,61
C21780,"alpha-D-Mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol",,49,61
C05434,beta-Zeacarotene,,49,61
C05435,gamma-Carotene,,49,61
C02094,beta-Carotene,,49,61
C21018,Enzyme N6-(S-propyldihydrolipoyl)lysine,,49,61
C16255,[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,,49,61
C14146,alpha-Zeacarotene,,49,61
C08613,Torulene,,49,61
C11929,Perillyl-CoA,,49,61
C05275,trans-Dec-2-enoyl-CoA,,49,61
C11543,Cobalt-dihydro-precorrin 6,,49,61
C20374,Enoylglutaryl-[acp] methyl ester,,49,61
C15975,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,,49,61
C05893,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,,49,61
C15972,Enzyme N6-(lipoyl)lysine,,49,61
C15979,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine,,49,61
C21425,"Abieta-8,11,13-triene",,49,61
C01920,Geranoyl-CoA,,49,61
C00638,Long-chain fatty acid,,49,61
C06675,3-Sulfomuconate,,49,61
C17436,"di-trans,poly-cis-Heptaprenyl diphosphate",,49,61
C15908,Chlorobactene,,50,62
C11545,Cobalt-precorrin 8,,50,62
C15859,1'-Hydroxy-gamma-carotene,,50,62
C21763,Long-chain alkane,,50,62
C15907,"1',2'-Dihydro-gamma-carotene",,50,62
C20622,"beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",,50,62
C08733,Ammeline,,50,62
C22161,Dihydrolipoyl-AMP,,50,62
C16270,Rhodopinal,,50,62
C04202,Long-chain-fatty-acyl ethyl ester,,50,62
C05274,Decanoyl-CoA,,50,62
C05750,3-Oxooctanoyl-[acp],,50,62
C05433,alpha-Carotene,,50,62
C16291,"7,8-Dihydro-beta-carotene",,50,62
C17227,3-(6'-Methylthio)hexylmalic acid,,50,62
C20484,9-cis-beta-Carotene,,50,62
C03313,Phylloquinol,,50,62
C16238,Lipoyl-AMP,,50,62
C02051,Lipoylprotein,,50,62
C15895,"3,4-Dihydrospheroidene",,50,62
C21123,Aminobacteriohopanetriol,,50,62
C15910,"1',2'-Dihydrochlorobactene",,50,62
C22059,Isopentenyldehydrorhodopin,,50,62
C22057,Flavuxanthin,,50,62
C16276,epsilon-Carotene,,50,62
C22083,"beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-O-P-Glu-L-Lys-D-Ala-D-Ala)-diphospho-ditrans,octacis-undecaprenol",,50,62
C15898,Demethylspheroidene,,50,62
C05894,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,,50,62
C20498,"4-Acetamido-4,6-dideoxy-alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol",,50,62
C16340,beta-Isorenieratene,,50,62
C03129,Long-chain acid anion,,50,62
C21781,"alpha-D-Mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol",,50,62
C04724,D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid,,50,62
C15943,Isorenieratene,,50,62
C03715,O-Alkylglycerone phosphate,,50,62
C17437,"di-trans,poly-cis-Octaprenyl diphosphate",,50,62
C15874,"3,4-Dehydrorhodopin",,50,62
C15886,"3,4-Dihydroanhydrorhodovibrin",,50,62
C16244,Cobalt-precorrin 7,,50,62
C01242,[Protein]-S8-aminomethyldihydrolipoyllysine,,50,62
C19894,"1,1'-Dihydroxy-1,1',2,2'-tetrahydrolycopene",,50,62
C16241,(R)-Lipoate,,50,62
C08737,Melamine,,51,63
C02147,Dihydrolipoate,,51,63
C22060,Dihydrobisanhydrobacterioruberin,,51,63
C15860,1'-Hydroxytorulene,,51,63
C15911,Hydroxychlorobactene,,51,63
C17438,"di-trans,poly-cis-Nonaprenyl diphosphate",,51,63
C15877,Anhydrorhodovibrin,,51,63
C05773,Cobyrinate,,51,63
C05749,Hexanoyl-[acp],,51,63
C16271,Rhodopinal glucoside,,51,63
C05263,3-Oxododecanoyl-CoA,,51,63
C15887,"3',4'-Dihydrorhodovibrin",,51,63
C02446,O-Alkylglycerone,,51,63
C15861,1'-Hydroxy-gamma-carotene glucoside,,51,63
C15900,Spheroidene,,51,63
C02059,Phylloquinone,,51,63
C04808,D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid,,51,63
C03968,1-Alkyl-sn-glycero-3-phosphate,,51,63
C17228,2-Oxo-9-methylthiononanoic acid,,51,63
C20625,"alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",,51,63
C00007,Oxygen,,52,64
C20626,"alpha-D-Gal-(1->3)-(alpha-L-Fuc-(1->2))-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",,52,64
C16347,Deinoxanthin,,52,64
C19724,Cobyrinate c-monamide,,52,64
C05748,trans-Hex-2-enoyl-[acp],,52,64
C06504,"Cob(II)yrinate a,c diamide",,52,64
C15902,Hydroxyspheroidene,,52,64
C22347,Bisanhydrobacterioruberin,,52,64
C04509,"di-trans,poly-cis-Decaprenyl diphosphate",,52,64
C15914,Hydroxychlorobactene glucoside,,52,64
C04476,1-Alkyl-sn-glycero-3-phosphoethanolamine,,52,64
C05262,(S)-3-Hydroxydodecanoyl-CoA,,52,64
C02773,1-Alkyl-sn-glycerol,,52,64
C17230,2-(7'-Methylthio)heptylmalic acid,,52,64
C15888,"3,4,3',4'-Tetrahydrospirilloxanthin",,52,64
C15878,Rhodovibrin,,52,64
C01264,2-Acetyl-1-alkyl-sn-glycero-3-phosphate,,52,64
C21894,3-[(E)-2-Isocyanoethenyl]-1H-indole,,53,65
C20231,(Z)-3-Ureidoacrylate peracid,,53,65
C05133,4-Imidazolone-5-acetate,,53,65
C06316,"Dehydro-D-arabinono-1,4-lactone",,53,65
C11500,5'-Dehydroadenosine,,53,65
C12314,1-Oxa-2-oxo-3-hydroxycycloheptane,,53,65
C21886,omega-Hydroxy-long-chain fatty acid,,53,65
C00722,Epoxide,,53,65
C11143,Dimethyl sulfoxide,,53,65
C21251,6'-Oxokanamycin X,,53,65
C01163,"3-Carboxy-cis,cis-muconate",,53,65
C17231,3-(7'-Methylthio)heptylmalic acid,,53,65
C02779,2-Dehydro-D-glucose,,53,65
C16357,3-Methylxanthine,,53,65
C05843,N1-Methyl-4-pyridone-5-carboxamide,,53,65
C21978,"Cyclooctat-9-ene-5,7-diol",,53,65
C01378,Fustin,,53,65
C03410,N-Glycoloyl-neuraminate,,53,65
C21263,6'''-Deamino-6'''-oxoparomomycin II,,53,65
C17758,"4,5-seco-Dopa",,53,65
C03088,5-Hydroxymethyluracil,,53,65
C11588,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",,53,65
C11999,Pikromycin,,53,65
C20396,Methylphosphonate,,53,65
C08577,Bracteatin,,53,65
C20256,Methylureidoacrylate,,53,65
C02372,4-Hydroxyaniline,,53,65
C16518,S-(Indolylmethylthiohydroximoyl)-L-cysteine,,53,65
