,cid,formula,name,num_rgroup,electrons,reduction,water_amt,water_per_c
6134,C08277,C10H18O4,Sebacic acid; Decanedioic acid,0,110.0,2.5,16.0,1.6
6135,C08278,C8H14O4,"Suberic acid; Cork acid; 1,8-Octanedioic acid; Octanedioic acid; 1,6-Hexanedicarboxylic acid",0,94.0,2.375,12.0,1.5
6136,C08279,C5H8O2,"Tiglic acid; (E)-2,3-Dimethylacrylic acid",0,54.0,2.4,8.0,1.6
6138,C08281,C22H44O2,Docosanoic acid; Docosanoate; Behenic acid,0,192.0,2.909090909090909,42.0,1.9090909090909092
6139,C08282,C18H32O2,Chaulmoogric acid,0,156.0,2.7777777777777777,34.0,1.8888888888888888
6142,C08285,C16H32O4,"10,16-Dihydroxyhexadecanoic acid; Hexadecanoic acid, 10,16-dihydroxy-",0,160.0,2.75,28.0,1.75
6169,C08314,C18H36O4,"(9R,10R)-Dihydroxyoctadecanoic acid; 9,10-Dihydroxystearic acid",0,176.0,2.7777777777777777,32.0,1.7777777777777777
6170,C08315,C18H30O2,"(9Z,11E,13E)-Octadecatrienoic acid; (9Z,11E,13E)-9,11,13-Octadecatrienoic acid; alpha-Eleostearic acid",0,154.0,2.7222222222222223,34.0,1.8888888888888888
6171,C08316,C22H42O2,Erucic acid; (13Z)-Docosenoic acid; cis-13-Docosenoic acid,0,190.0,2.8636363636363638,42.0,1.9090909090909092
6172,C08317,C12H24O3,12-Hydroxydodecanoic acid; omega-Hydroxydodecanoic acid,0,120.0,2.75,21.0,1.75
6173,C08318,C18H32O3,"(9Z,12Z)-(8R)-Hydroxyoctadeca-9,12-dienoic acid; Laetisaric acid; 8-Hydroxylinoleic acid",0,164.0,2.7222222222222223,33.0,1.8333333333333333
6174,C08319,C18H28O3,"alpha-Licanic acid; (9Z,11E,13E)-4-Oxooctadeca-9,11,13-trienoic acid; 4-Oxo-9,11,13-octadecatrienoic acid; 4-Oxo-cis-9,trans-11,trans-13-octadecatrienoic acid",0,160.0,2.611111111111111,33.0,1.8333333333333333
6175,C08320,C24H48O2,Tetracosanoic acid; Lignoceric acid,0,208.0,2.9166666666666665,46.0,1.9166666666666667
6176,C08321,C18H32O2,Malvalic acid,0,156.0,2.7777777777777777,34.0,1.8888888888888888
6177,C08322,C14H26O2,Myristoleic acid; (9Z)-Tetradecenoic acid; 9-Tetradecenoic acid; (Z)-Tetradec-9-enoic acid,0,126.0,2.7857142857142856,26.0,1.8571428571428572
6178,C08323,C24H46O2,(15Z)-Tetracosenoic acid; Nervonic acid; (Z)-15-Tetracosenoic acid,0,206.0,2.875,46.0,1.9166666666666667
6200,C08346,C5H10O5,beta-D-Apiose,0,,2.0,5.0,1.0
6201,C08347,C5H10O4,2-Deoxy-alpha-D-ribopyranose,0,72.0,2.2,6.0,1.2
6202,C08348,C6H10O7,Galacturonic acid,0,102.0,1.6666666666666667,5.0,0.8333333333333334
6204,C08350,C6H10O7,beta-D-Glucopyranuronic acid; beta-D-Glucuronic acid,0,102.0,1.6666666666666667,5.0,0.8333333333333334
6205,C08351,C6H12O6,beta-D-Hamamelopyranose; beta-D-Hamamelose,0,96.0,2.0,6.0,1.0
6206,C08352,C6H12O5,Quinovose; alpha-D-Quinovopyranose,0,88.0,2.1666666666666665,7.0,1.1666666666666667
6207,C08353,C5H10O5,beta-D-Ribopyranose; Ribose,0,80.0,2.0,5.0,1.0
6208,C08354,C5H10O5,alpha-D-Ribulose,0,,2.0,5.0,1.0
6209,C08355,C7H14O7,beta-D-Sedoheptulopyranose; beta-D-Sedoheptulose,0,,2.0,7.0,1.0
6210,C08356,C6H12O6,alpha-L-Sorbopyranose,0,96.0,2.0,6.0,1.0
6214,C08362,C16H30O2,(9Z)-Hexadecenoic acid; Palmitoleic acid; cis-9-Hexadecenoic acid,0,142.0,2.8125,30.0,1.875
6215,C08363,C18H34O2,(6Z)-Octadecenoic acid; Petroselinic acid; cis-6-Octadecenoic acid,0,158.0,2.8333333333333335,34.0,1.8888888888888888
6216,C08364,C18H30O2,"Punicic acid; cis-9,trans-11,cis-13-Octadecatrienoic acid; Trichosanic acid",0,154.0,2.7222222222222223,34.0,1.8888888888888888
6217,C08365,C18H34O3,Ricinoleic acid; (9Z)-(12R)-Hydroxyoctadecenoic acid; 12-Hydroxy-9-octadecenoic acid; 12-Hydroxy-cis-9-octadecenoic acid,0,166.0,2.7777777777777777,33.0,1.8333333333333333
6218,C08366,C19H34O2,Sterculic acid,0,164.0,2.789473684210526,36.0,1.894736842105263
6219,C08367,C18H34O2,(11E)-Octadecenoic acid; Vaccenic acid; trans-11-Octadecenoic acid,0,158.0,2.8333333333333335,34.0,1.8888888888888888
6220,C08368,C18H32O3,"Vernolic acid; (9Z)-(12S,13R)-12,13-Epoxyoctadecenoic acid; cis-12,13-Epoxy-cis-9-octadecenoic acid",0,164.0,2.7222222222222223,33.0,1.8333333333333333
6227,C08375,C12H20O,"(3Z,6Z,9Z)-3,6,9-Dodecatrien-1-ol; (Z,Z,Z)-3,6,9-Dodecatrien-1-ol",0,100.0,2.75,23.0,1.9166666666666667
6229,C08377,C31H60O2,"14,16-Hentriacontanedione; Hentriacontane-14,16-dione",0,262.0,2.903225806451613,60.0,1.935483870967742
6230,C08378,C31H64O,Hentriacontan-1-ol; 1-Hentriacontanol,0,258.0,3.0,61.0,1.967741935483871
6231,C08379,C31H62O,Hentriacontan-16-one; 16-Hentriacontanone,0,256.0,2.967741935483871,61.0,1.967741935483871
6232,C08380,C7H14O,2-Heptanone; Heptan-2-one; Methyl n-amyl ketone,0,64.0,2.857142857142857,13.0,1.8571428571428572
6233,C08381,C26H54O,Hexacosan-1-ol; 1-Hexacosanol,0,218.0,3.0,51.0,1.9615384615384615
6237,C08385,C29H60O,(10S)-Nonacosan-10-ol; Ginnol,0,242.0,3.0,57.0,1.9655172413793103
6238,C08386,C29H58O,Nonacosan-10-one; Ginnone,0,240.0,2.9655172413793105,57.0,1.9655172413793103
6239,C08387,C28H58O,Octacosan-1-ol; 1-Octacosanol; Octacosanol,0,234.0,3.0,55.0,1.9642857142857142
6244,C08392,C30H62O,Triacontan-1-ol; 1-Triacontanol; Myricyl alcohol,0,250.0,3.0,59.0,1.9666666666666666
6246,C08394,C33H64O2,"Tritriacontane-16,18-dione; N-Tritriacontane-16,18-dione",0,278.0,2.909090909090909,64.0,1.9393939393939394
6250,C08398,C12H8O,Capillin,0,88.0,2.25,23.0,1.9166666666666667
6251,C08399,C13H10O,Carlina oxide,0,96.0,2.3076923076923075,25.0,1.9230769230769231
6254,C08402,C17H22O2,Cicutoxin,0,140.0,2.5294117647058822,32.0,1.8823529411764706
6294,C08445,C17H20O,Dehydrofalcarinone,0,130.0,2.5294117647058822,33.0,1.9411764705882353
6295,C08446,C11H8O2,"Dehydromatricaria ester; (E)-2-Decene-4,6,8-triynoic acid methyl ester",0,90.0,2.1818181818181817,20.0,1.8181818181818181
6296,C08447,C13H10O2,"Dehydrosafynol; (2R,11E)-11-Tridecene-3,5,7,9-tetrayne-1,2-diol",0,104.0,2.230769230769231,24.0,1.8461538461538463
6297,C08448,C12H10O2,Eutypine; 4-Hydroxy-3-(3-methyl-3-butene-1-ynyl)benzaldehyde,0,98.0,2.25,22.0,1.8333333333333333
6298,C08449,C17H24O2,Falcarindiol,0,142.0,2.588235294117647,32.0,1.8823529411764706
6299,C08450,C17H24O,Falcarinol; Panaxynol,0,134.0,2.6470588235294117,33.0,1.9411764705882353
6300,C08451,C17H22O,"Falcarinone; (Z)-1,9-Heptadecadiene-4,6-diyn-3-one",0,132.0,2.588235294117647,33.0,1.9411764705882353
6301,C08452,C14H14O2,"Ichthyotherol; 2H-Pyran-3-ol, tetrahydro-2-(1-nonene-3,5,7-triynyl)-, (2S-(2alpha(E),3beta))-",0,114.0,2.357142857142857,26.0,1.8571428571428572
6302,C08453,C11H12O2,"Lachnophyllum ester; 2-Decene-4,6-diynoic acid, methyl ester, (E)-",0,94.0,2.3636363636363638,20.0,1.8181818181818181
6304,C08455,C13H10O3,"Mycosinol; (2E)-2-Hexa-2,4-diynylidene-1,6-dioxaspiro(4.4)nona-3,7-dien-9-ol",0,112.0,2.1538461538461537,23.0,1.7692307692307692
6307,C08458,C13H12O2,"Safynol; (2R,3E,11E)-3,11-Tridecadiene-5,7,9-triyne-1,2-diol",0,106.0,2.3076923076923075,24.0,1.8461538461538463
6308,C08459,C18H32O2,Stearolic acid; 9-Stearolic acid,0,156.0,2.7777777777777777,34.0,1.8888888888888888
6314,C08465,C15H14O4,Wyerone,0,136.0,2.2,26.0,1.7333333333333334
6315,C08466,C14H12O4,Wyerone acid,0,128.0,2.142857142857143,24.0,1.7142857142857142
6316,C08467,C37H66O7,Asimicin; Bullatacin,0,344.0,2.7027027027027026,67.0,1.8108108108108107
6319,C08470,C37H66O7,Bullatacinone,0,344.0,2.7027027027027026,67.0,1.8108108108108107
6320,C08471,C9H16O2,Chalcogran,0,86.0,2.6666666666666665,16.0,1.7777777777777777
6325,C08476,C7H4O6,"Chelidonic acid; 4-Oxo-4H-pyran-2,6-dicarboxylic acid",0,94.0,1.4285714285714286,8.0,1.1428571428571428
6330,C08482,C12H20O3,Cucurbic acid,0,116.0,2.5833333333333335,21.0,1.75
6331,C08483,C16H20O6,14-Dihydroxycornestin; Cornexistin,0,164.0,2.25,26.0,1.625
6332,C08484,C35H62O3,Epoxymurin-A,0,296.0,2.8,67.0,1.9142857142857144
6333,C08485,C18H16O3,2-(4-Methoxyphenethyl)chromone,0,148.0,2.2777777777777777,33.0,1.8333333333333333
6334,C08486,C12H20O2,"Ethyl(E,Z)-decadienoate; (2E,4Z)-2,4-Decadienoic acid, ethyl ester; Ethyl trans-2,cis-4-decadienoate",0,108.0,2.6666666666666665,22.0,1.8333333333333333
6335,C08487,C7H12O2,Ethyl tiglate; Ethyl 2-methylbut-2-enoate; (E)-2-Methyl-2-butenoic acid ethyl ester,0,70.0,2.5714285714285716,12.0,1.7142857142857142
6336,C08488,C35H64O6,Giganin,0,322.0,2.742857142857143,64.0,1.8285714285714285
6337,C08489,C10H16O2,"(Z)-3,5-Hexadienyl butyrate",0,92.0,2.6,18.0,1.8
6338,C08490,C11H16O,Jasmone; cis-Jasmone,0,90.0,2.6363636363636362,21.0,1.9090909090909092
6339,C08491,C12H18O3,"(-)-Jasmonic acid; Jasmonic acid; {(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid; Jasmonate",0,114.0,2.5,21.0,1.75
6340,C08492,C6H12O,3-Hexenol; Leaf alcohol; 3-Hexen-1-ol; (3Z)-3-Hexen-1-ol; cis-3-Hexen-1-ol; (3Z)-Hex-3-en-1-ol,0,56.0,2.8333333333333335,11.0,1.8333333333333333
6345,C08497,C6H10O,(E)-2-Hexenal; trans-2-Hexenal; Leaf aldehyde,0,54.0,2.6666666666666665,11.0,1.8333333333333333
6346,C08498,C10H16O2,Lilac aldehyde,0,92.0,2.6,18.0,1.8
6347,C08499,C9H14O,"Nona-2,6-dienal; 2,6-Nonadienal, (2E,6Z)-",0,76.0,2.6666666666666665,17.0,1.8888888888888888
6348,C08501,C9H16O2,gamma-Nonalactone; delta-n-Amylbutyrolactone; Dihydro-5-pentyl-2(3H)-furanone,0,86.0,2.6666666666666665,16.0,1.7777777777777777
6349,C08502,C6H8O2,Parasorbic acid,0,60.0,2.3333333333333335,10.0,1.6666666666666667
6350,C08503,C18H26O6,Pinolidoxin,0,182.0,2.388888888888889,30.0,1.6666666666666667
6352,C08505,C37H66O8,Purpureacin-1,0,352.0,2.675675675675676,66.0,1.7837837837837838
6355,C08509,C12H20O3,Putaminoxin,0,116.0,2.5833333333333335,21.0,1.75
6358,C08512,C11H16O8,Ranunculin,0,146.0,2.0,14.0,1.2727272727272727
6391,C08545,C37H66O7,Squamocin,0,344.0,2.7027027027027026,67.0,1.8108108108108107
6392,C08546,C10H16O2,Tiglyl tiglate; (E)-2-Methylcrotonic acid (E)-2-methyl-2-butenyl ester,0,92.0,2.6,18.0,1.8
6399,C08553,C33H60O8,"PM-Toxin A; (4R,12R,20R,28R)-4,12,20,28-Tetrahydroxy-2,10,18,26-tritriacontanetetrone",0,322.0,2.6666666666666665,58.0,1.7575757575757576
6404,C08558,C18H28O9,Tuberonic acid glucoside,0,208.0,2.2777777777777777,27.0,1.5
6407,C08561,C11H18O8,Tuliposide A,0,148.0,2.090909090909091,14.0,1.2727272727272727
6416,C08570,C11H18O9,Tuliposide B,0,156.0,2.0,13.0,1.1818181818181819
6417,C08571,C11H20O2,"gamma-Undecalactone; 2(3H)-Furanone, 5-heptyldihydro-",0,102.0,2.727272727272727,20.0,1.8181818181818181
6418,C08572,C39H68O7,Uvaricin,0,358.0,2.6923076923076925,71.0,1.8205128205128205
6419,C08573,C25H28O4,Abyssinone VI,0,210.0,2.4,46.0,1.84
6420,C08574,C15H11O4,Apigeninidin,0,132.0,2.1,26.0,1.7333333333333334
6421,C08575,C15H11O6,Aurantinidin,0,148.0,1.9666666666666666,24.0,1.6
6422,C08576,C15H10O6,Aureusidin,0,148.0,1.9333333333333333,24.0,1.6
6423,C08577,C15H10O7,Bracteatin,0,156.0,1.8666666666666667,23.0,1.5333333333333334
6424,C08578,C15H12O5,Butein,0,142.0,2.066666666666667,25.0,1.6666666666666667
6425,C08579,C40H56O3,Antheraxanthin,0,320.0,2.625,77.0,1.925
6426,C08580,C40H52O4,Astaxanthin,0,324.0,2.55,76.0,1.9
6427,C08581,C27H38O4,Azafrin,0,232.0,2.5555555555555554,50.0,1.8518518518518519
6428,C08582,C25H30O4,"Bixin; Methyl (9-cis)-hydrogen-6,6'-diapo-psi,psi-carotenedioate",0,212.0,2.44,46.0,1.84
6429,C08583,C40H52O2,Canthaxanthin,0,308.0,2.6,78.0,1.95
6430,C08584,C40H56O3,Capsanthin,0,320.0,2.625,77.0,1.925
6431,C08585,C40H56O4,Capsorubin,0,328.0,2.6,76.0,1.9
6433,C08587,C40H56O,"beta-Carotene 5,6-epoxide; 5,6-Epoxy-beta,beta-carotene",0,304.0,2.675,79.0,1.975
6434,C08588,C20H24O4,"Crocetin; 8,8'-Diapocarotene-8,8'-dioic acid",0,176.0,2.4,36.0,1.8
6435,C08589,C44H64O24,Crocin,0,520.0,2.1818181818181817,64.0,1.4545454545454546
6436,C08590,C40H56O,"Zeinoxanthin; 3-Hydroxy-alpha-carotene; (3R,6'R)-beta,epsilon-Caroten-3-ol",0,304.0,2.675,79.0,1.975
6437,C08591,C40H56O,beta-Cryptoxanthin,0,304.0,2.675,79.0,1.975
6438,C08592,C40H54O,Echinenone,0,302.0,2.65,79.0,1.975
6439,C08593,C40H54O2,Eschscholtzxanthin,0,310.0,2.625,78.0,1.95
6440,C08594,C40H56O3,Flavoxanthin,0,320.0,2.625,77.0,1.925
6441,C08595,C18H17O7,Capensinidin,0,180.0,2.0833333333333335,29.0,1.6111111111111112
6442,C08596,C42H58O6,Fucoxanthin,0,358.0,2.5476190476190474,78.0,1.8571428571428572
6443,C08597,C72H116O4,Helenien; Xantofyl palmitate,0,580.0,2.75,140.0,1.9444444444444444
6444,C08598,C21H20O11,Carthamone,0,234.0,1.9523809523809523,31.0,1.4761904761904763
6445,C08599,C40H56O2,Lactucaxanthin,0,312.0,2.65,78.0,1.95
6446,C08600,C25H22O9,Silandrin,0,244.0,2.08,41.0,1.64
6447,C08601,C40H56O2,Lutein; Xanthophyll,0,312.0,2.65,78.0,1.95
6448,C08602,C40H56O3,"Lutein 5,6-epoxide",0,320.0,2.625,77.0,1.925
6449,C08603,C40H56O,Lycoxanthin,0,304.0,2.675,79.0,1.975
6450,C08604,C21H21O11,Chrysanthemin; Cyanidin 3-O-glucoside; Cyanidin 3-O-beta-D-glucoside,0,234.0,1.9761904761904763,31.0,1.4761904761904763
6451,C08605,C40H56O,Citroxanthin; Mutatochrome,0,304.0,2.675,79.0,1.975
6452,C08606,C40H56O4,Neoxanthin; all-trans-Neoxanthin,0,328.0,2.6,76.0,1.9
6453,C08607,C35H46O2,Neurosporaxanthin; all-trans-Neurosporaxanthin,0,272.0,2.6,68.0,1.9428571428571428
6454,C08608,C24H28O4,Norbixin,0,204.0,2.4166666666666665,44.0,1.8333333333333333
6455,C08609,C72H116O4,Physalien; Zeaxanthin dipalmitate,0,580.0,2.75,140.0,1.9444444444444444
6456,C08610,C40H50O2,Rhodoxanthin,0,306.0,2.575,78.0,1.95
6457,C08611,C40H56O,Rubixanthin,0,304.0,2.675,79.0,1.975
6458,C08612,C32H39O20,Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside); Cyanidin 3-O-(6-O-beta-D-glucosyl-2-O-beta-D-xylosyl-beta-D-galactoside),0,390.0,1.984375,44.0,1.375
6460,C08614,C40H56O4,Violaxanthin; all-trans-Violaxanthin,0,328.0,2.6,76.0,1.9
6461,C08615,C30H50O,alpha-Amyrin,0,238.0,2.8,59.0,1.9666666666666666
6462,C08616,C30H50O,beta-Amyrin; beta-Amyrenol,0,238.0,2.8,59.0,1.9666666666666666
6463,C08617,C30H48O5,Asiatic acid,0,268.0,2.6333333333333333,55.0,1.8333333333333333
6464,C08618,C30H50O2,Betulin,0,246.0,2.7666666666666666,58.0,1.9333333333333333
6465,C08619,C30H48O3,Betulinic acid,0,252.0,2.7,57.0,1.9
6466,C08620,C27H31O15,Cyanidin 3-O-rutinoside; Cyanidin 3-O-rhamnosylglucoside; Keracyanin,0,312.0,2.0185185185185186,39.0,1.4444444444444444
6467,C08621,C30H52O2,Dammarenediol-I,0,248.0,2.8,58.0,1.9333333333333333
6468,C08622,C30H50O2,Dipterocarpol,0,246.0,2.7666666666666666,58.0,1.9333333333333333
6469,C08623,C30H48O3,alpha-Elemolic acid,0,252.0,2.7,57.0,1.9
6470,C08624,C30H50O,Euphol,0,238.0,2.8,59.0,1.9666666666666666
6472,C08626,C30H50O,Friedelin,0,238.0,2.8,59.0,1.9666666666666666
6473,C08627,C32H54O2,Hopane-29-acetate,0,262.0,2.78125,62.0,1.9375
6474,C08628,C30H50O,Lupeol,0,238.0,2.8,59.0,1.9666666666666666
6475,C08629,C33H41O21,"Cyanidin 3,5,3'-tri-O-glucoside",0,406.0,1.9848484848484849,45.0,1.3636363636363635
6476,C08630,C32H52O2,Lupeol acetate; 3-Acetyllupeol,0,260.0,2.75,62.0,1.9375
6477,C08631,C29H48O3,Messagenin,0,246.0,2.7241379310344827,55.0,1.896551724137931
6478,C08632,C35H56O8,Papyriferic acid,0,330.0,2.5714285714285716,62.0,1.7714285714285714
6479,C08633,C30H40O4,Pristimerin,0,252.0,2.533333333333333,56.0,1.8666666666666667
6480,C08634,C30H50O4,Sapelin A,0,262.0,2.7,56.0,1.8666666666666667
6481,C08635,C36H46O14,Taccalonolide A,0,374.0,2.25,58.0,1.6111111111111112
6482,C08636,C30H50O,Taraxasterol,0,238.0,2.8,59.0,1.9666666666666666
6483,C08637,C30H50O,Taraxerol,0,238.0,2.8,59.0,1.9666666666666666
6484,C08638,C28H36O3,Tingenone,0,228.0,2.5357142857142856,53.0,1.8928571428571428
6485,C08639,C27H31O16,"Cyanin; Cyanidin 3,5-di-O-glucoside; Cyanidin 3,5-O-diglucoside; Cyanidin 3,5-di-O-beta-D-glucoside",0,320.0,1.9814814814814814,38.0,1.4074074074074074
6486,C08640,C33H41O22,"Delphinidin 3,3',5'-tri-O-glucoside",0,414.0,1.9545454545454546,44.0,1.3333333333333333
6487,C08641,C51H53O28,Gentiodelphin,0,582.0,1.9705882352941178,74.0,1.4509803921568627
6488,C08642,C79H91O45,Heavenly blue anthocyanin; Peonidin 3-(2-(6-(3-(glucosyl)caffeoyl)glucosyl)-6-(4-(6-(3-(glucosyl)caffeoyl)glucosyl)caffeoyl)glucoside) 5-glucoside,0,924.0,2.0063291139240507,113.0,1.4303797468354431
6489,C08643,C18H17O7,Hirsutidin,0,180.0,2.0833333333333335,29.0,1.6111111111111112
6490,C08644,C15H10O4,Hispidol,0,132.0,2.066666666666667,26.0,1.7333333333333334
6491,C08646,C15H11O7,6-Hydroxycyanidin,0,156.0,1.9,23.0,1.5333333333333334
6492,C08647,C21H21O11,Cyanidin 3-O-galactoside; Cyanidin 3-O-beta-D-galactoside,0,234.0,1.9761904761904763,31.0,1.4761904761904763
6493,C08648,C20H20O4,Isobavachalcone,0,172.0,2.3,36.0,1.8
6494,C08649,C27H32O15,Isobutrin,0,314.0,2.037037037037037,39.0,1.4444444444444444
6495,C08650,C15H12O4,Isoliquiritigenin,0,134.0,2.1333333333333333,26.0,1.7333333333333334
6496,C08651,C16H12O6,Leptosidin,0,156.0,2.0,26.0,1.625
6497,C08652,C15H11O5,Luteolinidin,0,140.0,2.033333333333333,25.0,1.6666666666666667
6498,C08653,C39H39O22,Malonylawobanin,0,448.0,1.935897435897436,56.0,1.435897435897436
6561,C08716,C17H15O7,Malvidin; Malvidin chloride,0,172.0,2.0294117647058822,27.0,1.588235294117647
6562,C08717,C25H22O10,Silychristin,0,252.0,2.04,40.0,1.6
6563,C08718,C29H35O17,Malvin,0,344.0,2.0172413793103448,41.0,1.4137931034482758
6564,C08719,C30H36O4,Sophoranone,0,248.0,2.466666666666667,56.0,1.8666666666666667
6565,C08720,C15H10O6,Maritimetin,0,148.0,1.9333333333333333,24.0,1.6
6567,C08722,C16H10O5,"4,5-Methylenedioxy-6-hydroxyaurone",0,146.0,2.0,27.0,1.6875
6568,C08723,C42H41O23,Monardaein,0,476.0,1.9404761904761905,61.0,1.4523809523809523
6569,C08724,C15H12O6,Okanin,0,150.0,2.0,24.0,1.6
6570,C08725,C27H31O15,"Pelargonin; Pelargonidin 3,5-di-beta-D-glucoside",0,312.0,2.0185185185185186,39.0,1.4444444444444444
6573,C08728,C15H9O6,Riccionidin A,0,146.0,1.9,24.0,1.6
6574,C08729,C17H15O6,Rosinidin,0,164.0,2.088235294117647,28.0,1.6470588235294117
6575,C08730,C15H10O5,Sulphuretin; Sulfuretin,0,140.0,2.0,25.0,1.6666666666666667
6576,C08731,C16H16O3,Xenognosin A,0,136.0,2.3125,29.0,1.8125
6577,C08732,C24H26O4,"Albafuran A; 4-((2E)-3,7-Dimethyl-2,6-octadienyl)-5-(6-hydroxy-2-benzofuranyl)-1,3-benzenediol",0,202.0,2.375,44.0,1.8333333333333333
6583,C08738,C34H26O8,Albanol A; Mulberrofuran G,0,294.0,2.1470588235294117,60.0,1.7647058823529411
6584,C08739,C15H14O6,alpha-Cotonefuran,0,152.0,2.066666666666667,24.0,1.6
6585,C08740,C16H16O6,beta-Cotonefuran,0,160.0,2.125,26.0,1.625
6586,C08741,C13H12O2,Dehydrotremetone,0,106.0,2.3076923076923075,24.0,1.8461538461538463
6587,C08742,C15H14O6,"2,8-Dihydroxy-3,4,7-trimethoxydibenzofuran",0,152.0,2.066666666666667,24.0,1.6
6588,C08743,C14H12O4,"Eriobofuran; 2,4-Dimethoxydibenzofuran-3-ol",0,128.0,2.142857142857143,24.0,1.7142857142857142
6589,C08744,C13H14O3,Dihydroeuparin; 6-Hydroxytremetone,0,116.0,2.3076923076923075,23.0,1.7692307692307692
6590,C08745,C27H22O12,Lithospermic acid,0,280.0,1.962962962962963,42.0,1.5555555555555556
6591,C08746,C25H34O9,Ailanthinone,0,256.0,2.32,41.0,1.64
6592,C08747,C20H24O7,Ailanthone,0,200.0,2.25,33.0,1.65
6593,C08748,C35H44O16,Azadirachtin A; Azadirachtin,0,382.0,2.1714285714285713,54.0,1.542857142857143
6594,C08749,C28H36O11,Bruceantin,0,292.0,2.25,45.0,1.6071428571428572
6595,C08750,C30H38O13,Bruceantinol,0,322.0,2.2,47.0,1.5666666666666667
6596,C08751,C23H28O11,Bruceine B,0,254.0,2.130434782608696,35.0,1.5217391304347827
6597,C08752,C20H26O9,Bruceine D,0,218.0,2.2,31.0,1.55
6598,C08753,C32H42O16,Bruceoside A,0,362.0,2.15625,48.0,1.5
6599,C08754,C26H32O11,Brusatol,0,276.0,2.1923076923076925,41.0,1.5769230769230769
6600,C08755,C25H34O9,Castelanone,0,256.0,2.32,41.0,1.64
6601,C08756,C20H28O7,Chaparrin,0,204.0,2.35,33.0,1.65
6602,C08757,C20H26O7,Chaparrinone,0,202.0,2.3,33.0,1.65
6603,C08758,C20H30O6,Chaparrolide,0,198.0,2.45,34.0,1.7
6604,C08759,C19H24O6,Eurycomalactone,0,186.0,2.3157894736842106,32.0,1.6842105263157894
6605,C08760,C25H36O10,Glaucarubin,0,266.0,2.32,40.0,1.6
6606,C08761,C16H16O6,6-Methoxy-alpha-pyrufuran,0,160.0,2.125,26.0,1.625
6607,C08762,C14H14O3,6-O-Methyleuparin; 1-(6-Methoxy-2-prop-1-en-2-yl-1-benzofuran-5-yl)ethanone,0,122.0,2.2857142857142856,25.0,1.7857142857142858
6608,C08763,C25H34O10,Glaucarubinone,0,264.0,2.28,40.0,1.6
6609,C08764,C20H26O8,Glaucarubolone,0,210.0,2.25,32.0,1.6
6610,C08765,C25H34O7,Glycinoeclepin A,0,234.0,2.4,43.0,1.72
6611,C08766,C27H32O10,Harrisonin,0,274.0,2.2222222222222223,44.0,1.6296296296296295
6612,C08767,C28H36O10,12alpha-Hydroxyamoorstatin,0,284.0,2.2857142857142856,46.0,1.6428571428571428
6613,C08768,C26H32O9,Ichangin,0,260.0,2.269230769230769,43.0,1.6538461538461537
6614,C08769,C26H34O11,Isobrucein A,0,278.0,2.230769230769231,41.0,1.5769230769230769
6615,C08770,C23H28O11,Isobrucein B,0,254.0,2.130434782608696,35.0,1.5217391304347827
6616,C08771,C22H30O6,Neoquassin,0,210.0,2.409090909090909,38.0,1.7272727272727273
6617,C08772,C22H34O7,Nigakihemiacetal A,0,222.0,2.4545454545454546,37.0,1.6818181818181819
6618,C08773,C28H34O9,Nomilin,0,274.0,2.2857142857142856,47.0,1.6785714285714286
6619,C08774,C11H8O2,"(Z)-2-Decene-4,6,8-triynoic acid methylester",0,90.0,2.1818181818181817,20.0,1.8181818181818181
6620,C08775,C26H30O7,Obacunone,0,242.0,2.3076923076923075,45.0,1.7307692307692308
6621,C08776,C23H34O7,Picrasin C; Nigakilactone J; Quassin,0,228.0,2.4347826086956523,39.0,1.6956521739130435
6622,C08777,C27H36O11,Quassimarin,0,278.0,2.259259259259259,43.0,1.5925925925925926
6623,C08778,C22H28O6,Quassin; Nigakilactone D,0,208.0,2.3636363636363638,38.0,1.7272727272727273
6624,C08779,C26H30O9,Rutaevin,0,258.0,2.230769230769231,43.0,1.6538461538461537
6625,C08780,C34H44O9,Salannin,0,320.0,2.3823529411764706,59.0,1.7352941176470589
6626,C08781,C18H18O6,Samaderin A,0,174.0,2.1666666666666665,30.0,1.6666666666666667
6627,C08782,C25H28O11,Sergeolide,0,266.0,2.12,39.0,1.56
6628,C08783,C25H34O9,Simalikilactone D,0,256.0,2.32,41.0,1.64
6629,C08784,C25H34O10,Soularubinone,0,264.0,2.28,40.0,1.6
6630,C08785,C31H38O9,Toonacilin,0,296.0,2.3225806451612905,53.0,1.7096774193548387
6631,C08786,C35H46O13,Trichilin A,0,360.0,2.2857142857142856,57.0,1.6285714285714286
6632,C08787,C27H34O11,Undulatone,0,284.0,2.2222222222222223,43.0,1.5925925925925926
6633,C08788,C26H30O8,Zapoterin,0,250.0,2.269230769230769,44.0,1.6923076923076923
6634,C08789,C30H50O4,Bryodulcosigenin,0,262.0,2.7,56.0,1.8666666666666667
6635,C08790,C42H68O13,Carnosifloside I,0,424.0,2.5,71.0,1.6904761904761905
6636,C08791,C48H78O18,Carnosifloside III,0,510.0,2.4375,78.0,1.625
6637,C08792,C48H80O18,Carnosifloside VI,0,512.0,2.4583333333333335,78.0,1.625
6638,C08793,C32H46O9,Cucurbitacin A,0,310.0,2.4375,55.0,1.71875
